"height","gender","zipCode"
79,"F","61401"
59,"F","61401"
59,"F","61401"
61,"F","61401"
64,"F","61401"
64,"F","61401"
64,"F","61401"
64,"F","61401"
64,"F","61401"
64,"F","61401"
64,"F","61401"
65,"M","61401"
65,"F","61401"
65,"F","61401"
66,"M","61401"
66,"M","61401"
66,"F","61401"
67,"M","61401"
67,"M","61401"
67,"M","61401"
67,"M","61401"
67,"F","61401"
67,"F","61401"
68,"F","61401"
68,"F","61401"
68,"F","61401"
69,"M","61401"
69,"F","61401"
69,"F","61401"
70,"M","61401"
70,"M","61401"
70,"M","61401"
70,"F","61401"
70,"F","61401"
71,"M","61401"
71,"M","61401"
72,"M","61401"
72,"M","61401"
72,"M","61401"
72,"M","61401"
72,"F","61401"
72,"F","61401"
73,"M","61401"
73,"F","61401"
74,"M","61401"
74,"M","61401"
74,"M","61401"
74,"M","61401"
74,"M","61401"
74,"M","61401"
74,"F","61401"
75,"M","61401"
75,"M","61401"
75,"M","61401"
76,"M","61401"
76,"M","61401"
76,"F","61401"
77,"M","61401"
77,"M","61401"
77,"M","61401"
77,"F","61401"
57,"F","61401"
61,"F","61401"
62,"F","61401"
62,"F","61401"
62,"F","61401"
64,"M","61401"
64,"M","61401"
64,"M","61401"
65,"M","61401"
65,"M","61401"
65,"F","61401"
65,"F","61401"
66,"M","61401"
66,"M","61401"
66,"F","61401"
67,"M","61401"
67,"F","61401"
67,"F","61401"
67,"F","61401"
67,"F","61401"
68,"M","61401"
68,"M","61401"
68,"M","61401"
68,"F","61401"
68,"F","61401"
68,"F","61401"
68,"F","61401"
68,"F","61401"
68,"F","61401"
69,"M","61401"
69,"F","61401"
69,"F","61401"
69,"F","61401"
69,"F","61401"
70,"M","61401"
70,"M","61401"
70,"F","61401"
70,"F","61401"
71,"M","61401"
71,"M","61401"
71,"F","61401"
71,"F","61401"
72,"M","61401"
72,"M","61401"
72,"M","61401"
72,"M","61401"
72,"M","61401"
72,"M","61401"
72,"F","61401"
73,"M","61401"
73,"M","61401"
73,"M","61401"
73,"M","61401"
73,"M","61401"
74,"M","61401"
74,"M","61401"
74,"M","61401"
74,"M","61401"
75,"M","61401"
75,"F","61401"
76,"M","61401"
79,"M","61401"
82,"M","61401"
60,"F","61401"
60,"F","61401"
62,"F","61401"
63,"F","61401"
63,"F","61401"
63,"F","61401"
64,"F","61401"
65,"F","61401"
65,"F","61401"
66,"M","61401"
66,"F","61401"
66,"F","61401"
66,"F","61401"
66,"F","61401"
66,"F","61401"
67,"F","61401"
67,"F","61401"
67,"F","61401"
68,"M","61401"
68,"F","61401"
68,"F","61401"
68,"F","61401"
68,"F","61401"
69,"M","61401"
70,"M","61401"
70,"M","61401"
70,"M","61401"
70,"M","61401"
70,"F","61401"
71,"M","61401"
71,"M","61401"
71,"M","61401"
71,"F","61401"
71,"F","61401"
71,"F","61401"
72,"M","61401"
72,"F","61401"
72,"F","61401"
73,"M","61401"
73,"M","61401"
73,"M","61401"
74,"M","61401"
74,"M","61401"
74,"F","61401"
75,"M","61401"
75,"M","61401"
76,"M","61401"
76,"M","61401"
76,"M","61401"
76,"M","61401"
76,"F","61401"
77,"M","61401"
77,"F","61401"
78,"M","61401"
78,"M","61401"
78,"M","61401"
79,"M","61401"
56,"F","61401"
61,"M","61401"
61,"F","61401"
61,"F","61401"
62,"M","61401"
62,"F","61401"
63,"F","61401"
63,"F","61401"
66,"F","61401"
66,"F","61401"
66,"F","61401"
66,"F","61401"
66,"F","61401"
67,"M","61401"
67,"M","61401"
67,"F","61401"
67,"F","61401"
67,"F","61401"
67,"F","61401"
68,"M","61401"
68,"M","61401"
68,"M","61401"
68,"M","61401"
68,"M","61401"
68,"F","61401"
68,"F","61401"
68,"F","61401"
69,"M","61401"
69,"F","61401"
70,"M","61401"
70,"M","61401"
70,"M","61401"
70,"M","61401"
70,"F","61401"
70,"F","61401"
70,"F","61401"
71,"M","61401"
71,"M","61401"
72,"M","61401"
72,"M","61401"
72,"M","61401"
72,"M","61401"
72,"F","61401"
73,"M","61401"
73,"M","61401"
74,"M","61401"
74,"M","61401"
74,"M","61401"
74,"F","61401"
74,"F","61401"
75,"M","61401"
75,"M","61401"
75,"F","61401"
76,"M","61401"
77,"M","61401"
80,"M","61401"
59,"F","61401"
60,"F","61401"
60,"F","61401"
60,"F","61401"
60,"F","61401"
61,"F","61401"
62,"M","61401"
63,"F","61401"
64,"F","61401"
64,"F","61401"
64,"F","61401"
64,"F","61401"
64,"F","61401"
65,"F","61401"
65,"F","61401"
65,"F","61401"
65,"F","61401"
66,"M","61401"
66,"M","61401"
66,"F","61401"
66,"F","61401"
67,"M","61401"
67,"M","61401"
67,"M","61401"
67,"F","61401"
67,"F","61401"
67,"F","61401"
68,"M","61401"
68,"M","61401"
68,"F","61401"
69,"M","61401"
69,"M","61401"
69,"M","61401"
69,"F","61401"
69,"F","61401"
69,"F","61401"
70,"M","61401"
70,"M","61401"
70,"F","61401"
70,"F","61401"
71,"M","61401"
71,"M","61401"
71,"M","61401"
71,"M","61401"
71,"M","61401"
71,"F","61401"
71,"F","61401"
71,"F","61401"
71,"F","61401"
72,"M","61401"
72,"M","61401"
72,"F","61401"
72,"F","61401"
73,"M","61401"
73,"M","61401"
73,"M","61401"
73,"F","61401"
73,"F","61401"
74,"M","61401"
75,"M","61401"
75,"M","61401"
75,"M","61401"
75,"M","61401"
75,"M","61401"
75,"M","61401"
75,"M","61401"
75,"F","61401"
76,"M","61401"
76,"M","61401"
76,"M","61401"
76,"F","61401"
79,"M","61401"
80,"M","61401"
54,"F","61462"
59,"F","61462"
60,"F","61462"
62,"M","61462"
62,"F","61462"
64,"M","61462"
64,"F","61462"
64,"F","61462"
65,"F","61462"
65,"F","61462"
66,"M","61462"
66,"M","61462"
66,"F","61462"
66,"F","61462"
67,"M","61462"
67,"M","61462"
67,"F","61462"
67,"F","61462"
67,"F","61462"
67,"F","61462"
67,"F","61462"
67,"F","61462"
68,"M","61462"
68,"M","61462"
68,"M","61462"
68,"F","61462"
68,"F","61462"
68,"F","61462"
68,"F","61462"
68,"F","61462"
68,"F","61462"
69,"M","61462"
69,"M","61462"
69,"F","61462"
69,"F","61462"
70,"M","61462"
70,"F","61462"
71,"M","61462"
71,"M","61462"
71,"M","61462"
71,"F","61462"
71,"F","61462"
71,"F","61462"
71,"F","61462"
72,"M","61462"
72,"M","61462"
72,"M","61462"
72,"F","61462"
73,"M","61462"
73,"M","61462"
73,"M","61462"
73,"M","61462"
74,"M","61462"
74,"M","61462"
75,"M","61462"
75,"M","61462"
76,"M","61462"
76,"F","61462"
77,"M","61462"
77,"M","61462"
58,"F","61462"
61,"F","61462"
62,"F","61462"
63,"M","61462"
63,"M","61462"
64,"F","61462"
64,"F","61462"
65,"M","61462"
65,"F","61462"
65,"F","61462"
65,"F","61462"
66,"M","61462"
66,"M","61462"
66,"F","61462"
66,"F","61462"
67,"M","61462"
67,"M","61462"
67,"M","61462"
67,"F","61462"
67,"F","61462"
67,"F","61462"
68,"M","61462"
68,"M","61462"
68,"M","61462"
68,"F","61462"
68,"F","61462"
68,"F","61462"
68,"F","61462"
68,"F","61462"
69,"M","61462"
69,"M","61462"
69,"M","61462"
69,"M","61462"
69,"F","61462"
70,"M","61462"
70,"M","61462"
70,"M","61462"
70,"M","61462"
70,"M","61462"
70,"M","61462"
70,"F","61462"
70,"F","61462"
71,"M","61462"
71,"M","61462"
71,"M","61462"
71,"F","61462"
71,"F","61462"
72,"M","61462"
72,"M","61462"
72,"M","61462"
72,"M","61462"
72,"M","61462"
73,"M","61462"
73,"M","61462"
73,"M","61462"
73,"M","61462"
73,"F","61462"
74,"M","61462"
74,"F","61462"
74,"F","61462"
75,"M","61462"
75,"M","61462"
76,"M","61462"
76,"M","61462"
62,"F","61462"
63,"M","61462"
63,"F","61462"
64,"F","61462"
65,"F","61462"
65,"F","61462"
65,"F","61462"
65,"F","61462"
65,"F","61462"
65,"F","61462"
66,"M","61462"
66,"M","61462"
66,"M","61462"
66,"F","61462"
66,"F","61462"
67,"M","61462"
67,"M","61462"
67,"F","61462"
67,"F","61462"
67,"F","61462"
67,"F","61462"
68,"M","61462"
68,"M","61462"
68,"M","61462"
68,"F","61462"
69,"M","61462"
69,"M","61462"
69,"M","61462"
69,"F","61462"
69,"F","61462"
69,"F","61462"
69,"F","61462"
70,"M","61462"
70,"F","61462"
70,"F","61462"
71,"M","61462"
71,"M","61462"
71,"M","61462"
71,"F","61462"
71,"F","61462"
71,"F","61462"
72,"M","61462"
72,"F","61462"
73,"M","61462"
73,"M","61462"
73,"M","61462"
73,"M","61462"
73,"M","61462"
73,"M","61462"
73,"M","61462"
73,"F","61462"
73,"F","61462"
74,"F","61462"
75,"M","61462"
75,"F","61462"
75,"F","61462"
76,"M","61462"
76,"M","61462"
79,"M","61462"
56,"F","61462"
60,"F","61462"
60,"F","61462"
60,"F","61462"
61,"F","61462"
61,"F","61462"
62,"M","61462"
62,"F","61462"
63,"F","61462"
63,"F","61462"
64,"M","61462"
64,"F","61462"
65,"M","61462"
65,"M","61462"
65,"M","61462"
65,"F","61462"
65,"F","61462"
65,"F","61462"
66,"M","61462"
66,"M","61462"
66,"F","61462"
66,"F","61462"
66,"F","61462"
66,"F","61462"
67,"M","61462"
67,"F","61462"
67,"F","61462"
67,"F","61462"
67,"F","61462"
68,"F","61462"
68,"F","61462"
68,"F","61462"
68,"F","61462"
68,"F","61462"
69,"M","61462"
69,"M","61462"
69,"M","61462"
69,"M","61462"
69,"F","61462"
69,"F","61462"
70,"M","61462"
70,"M","61462"
70,"M","61462"
70,"M","61462"
70,"F","61462"
71,"M","61462"
71,"M","61462"
71,"M","61462"
71,"F","61462"
71,"F","61462"
72,"M","61462"
72,"M","61462"
72,"M","61462"
72,"F","61462"
73,"M","61462"
73,"M","61462"
73,"M","61462"
73,"F","61462"
73,"F","61462"
73,"F","61462"
74,"F","61462"
75,"M","61462"
75,"M","61462"
77,"M","61462"
77,"M","61462"
81,"M","61462"
60,"F","61462"
61,"F","61462"
61,"F","61462"
62,"F","61462"
63,"F","61462"
63,"F","61462"
63,"F","61462"
63,"F","61462"
63,"F","61462"
64,"F","61462"
64,"F","61462"
65,"M","61462"
65,"F","61462"
65,"F","61462"
65,"F","61462"
66,"F","61462"
66,"F","61462"
67,"M","61462"
67,"F","61462"
67,"F","61462"
67,"F","61462"
67,"F","61462"
68,"M","61462"
68,"M","61462"
68,"M","61462"
69,"M","61462"
69,"M","61462"
69,"F","61462"
69,"F","61462"
69,"F","61462"
69,"F","61462"
69,"F","61462"
70,"M","61462"
70,"M","61462"
70,"M","61462"
70,"F","61462"
70,"F","61462"
70,"F","61462"
71,"M","61462"
71,"M","61462"
71,"M","61462"
71,"M","61462"
71,"M","61462"
71,"M","61462"
71,"M","61462"
71,"F","61462"
72,"M","61462"
72,"M","61462"
72,"M","61462"
72,"M","61462"
72,"M","61462"
72,"F","61462"
72,"F","61462"
73,"M","61462"
73,"M","61462"
74,"M","61462"
74,"M","61462"
74,"M","61462"
74,"F","61462"
75,"M","61462"
75,"M","61462"
76,"M","61462"
76,"M","61462"
77,"M","61462"
78,"M","61462"
59,"F","61462"
60,"F","61462"
61,"F","61462"
62,"F","61462"
62,"F","61462"
63,"F","61462"
63,"F","61462"
64,"M","61462"
64,"M","61462"
64,"F","61462"
64,"F","61462"
64,"F","61462"
64,"F","61462"
64,"F","61462"
65,"F","61462"
65,"F","61462"
66,"M","61462"
66,"F","61462"
66,"F","61462"
66,"F","61462"
67,"M","61462"
67,"F","61462"
67,"F","61462"
67,"F","61462"
67,"F","61462"
68,"M","61462"
68,"M","61462"
68,"F","61462"
69,"M","61462"
69,"M","61462"
69,"M","61462"
69,"M","61462"
69,"M","61462"
69,"M","61462"
69,"F","61462"
69,"F","61462"
70,"M","61462"
70,"F","61462"
70,"F","61462"
70,"F","61462"
71,"M","61462"
71,"M","61462"
71,"M","61462"
71,"F","61462"
72,"F","61462"
73,"M","61462"
73,"M","61462"
73,"M","61462"
73,"F","61462"
74,"M","61462"
74,"M","61462"
74,"F","61462"
75,"M","61462"
75,"F","61462"
76,"M","61462"
76,"M","61462"
78,"M","61462"
60,"M","61462"
60,"F","61462"
61,"F","61462"
61,"F","61462"
61,"F","61462"
62,"M","61462"
63,"M","61462"
63,"F","61462"
63,"F","61462"
63,"F","61462"
63,"F","61462"
64,"M","61462"
64,"F","61462"
65,"M","61462"
65,"F","61462"
65,"F","61462"
65,"F","61462"
66,"F","61462"
66,"F","61462"
66,"F","61462"
66,"F","61462"
67,"M","61462"
67,"M","61462"
67,"M","61462"
67,"M","61462"
67,"F","61462"
67,"F","61462"
67,"F","61462"
67,"F","61462"
67,"F","61462"
67,"F","61462"
67,"F","61462"
67,"F","61462"
68,"M","61462"
68,"M","61462"
68,"M","61462"
68,"F","61462"
68,"F","61462"
68,"F","61462"
68,"F","61462"
68,"F","61462"
68,"F","61462"
68,"F","61462"
69,"M","61462"
69,"M","61462"
69,"M","61462"
69,"F","61462"
69,"F","61462"
69,"F","61462"
70,"M","61462"
70,"M","61462"
70,"M","61462"
70,"F","61462"
71,"M","61462"
71,"M","61462"
72,"M","61462"
72,"M","61462"
72,"M","61462"
72,"M","61462"
72,"F","61462"
73,"M","61462"
73,"F","61462"
75,"M","61462"
75,"M","61462"
76,"M","61462"
77,"M","61462"
77,"M","61462"
77,"F","61462"
79,"M","61462"
80,"M","61462"
61,"F","61462"
61,"F","61462"
61,"F","61462"
63,"M","61462"
64,"F","61462"
64,"F","61462"
64,"F","61462"
64,"F","61462"
64,"F","61462"
64,"F","61462"
65,"M","61462"
65,"F","61462"
65,"F","61462"
66,"M","61462"
66,"M","61462"
66,"F","61462"
66,"F","61462"
67,"M","61462"
67,"F","61462"
67,"F","61462"
67,"F","61462"
67,"F","61462"
68,"M","61462"
68,"M","61462"
68,"M","61462"
68,"F","61462"
68,"F","61462"
68,"F","61462"
68,"F","61462"
69,"M","61462"
69,"M","61462"
69,"M","61462"
69,"M","61462"
69,"M","61462"
69,"F","61462"
69,"F","61462"
70,"M","61462"
70,"M","61462"
70,"M","61462"
70,"M","61462"
70,"M","61462"
70,"M","61462"
70,"F","61462"
70,"F","61462"
70,"F","61462"
70,"F","61462"
71,"M","61462"
71,"M","61462"
71,"F","61462"
71,"F","61462"
71,"F","61462"
72,"M","61462"
72,"M","61462"
72,"M","61462"
72,"M","61462"
72,"F","61462"
73,"M","61462"
73,"M","61462"
73,"M","61462"
73,"M","61462"
73,"F","61462"
73,"F","61462"
73,"F","61462"
74,"M","61462"
74,"M","61462"
75,"M","61462"
75,"M","61462"
76,"M","61462"
76,"M","61462"
76,"F","61462"
77,"F","61462"
81,"M","61462"
